time,site_id,p_ac_kw,p_ac_ph1_kw,p_ac_ph2_kw,p_ac_ph3_kw,e_exported_kwh,e_imported_kwh,e_net_kwh,v_ph1_n_v,v_ph2_n_v,v_ph3_n_v,v_ph1_ph2_v,v_ph2_ph3_v,v_ph3_ph1_v,i_ph1_a,i_ph2_a,i_ph3_a,freq_hz,power_factor,power_factor_ph1,power_factor_ph2,power_factor_ph3,q_kvar,q_ph1_kvar,q_ph2_kvar,q_ph3_kvar,q_total_kvarh,quality
2025-07-02 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1951.976393,,,,1987.7999999997849,,,,,,,,,,,,,,,,,,,,,,0
2025-07-02 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,704.7427176730836,,,,742.0000000001746,,,,,,,,,,,,,,,,,,,,,,0
2025-07-02 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2501.188146666666,,,,2510.1999999999252,,,,,,,,,,,,,,,,,,,,,,0
2025-07-02 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2184.644456666666,,,,2169.0999999999767,,,,,,,,,,,,,,,,,,,,,,0
2025-07-02 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1831.8595650000002,,,,1833.600000000064,,,,,,,,,,,,,,,,,,,,,,0
2025-07-02 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3421.9814017500003,,,,3424.9999999999704,,,,,,,,,,,,,,,,,,,,,,0
2025-07-02 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,4590.514522750001,,,,4578.399999999936,,,,,,,,,,,,,,,,,,,,,,0
2025-07-02 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,8932.100911666665,,,,8808.600000000093,,,,,,,,,,,,,,,,,,,,,,0
2025-07-02 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,12078.724460000001,,,,12034.600000000035,,,,,,,,,,,,,,,,,,,,,,0
2025-07-02 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,7632.154286666664,,,,7623.50000000003,,,,,,,,,,,,,,,,,,,,,,0
2025-07-02 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2960.0375466666665,,,,2983.0000000000873,,,,,,,,,,,,,,,,,,,,,,0
2025-07-02 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,748.8772973333332,,,,750.3999999997324,,,,,,,,,,,,,,,,,,,,,,0
2025-07-02 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,79.12769353249998,,,,82.40000000028522,,,,,,,,,,,,,,,,,,,,,,0
2025-07-02 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.1982441172500001,,,,0.0999999999767169,,,,,,,,,,,,,,,,,,,,,,0
2025-07-02 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-03 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-03 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-03 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-03 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-03 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,34.00844803166666,,,,28.4999999999418,,,,,,,,,,,,,,,,,,,,,,0
2025-07-03 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,618.0306044166666,,,,611.4999999997963,,,,,,,,,,,,,,,,,,,,,,0
2025-07-03 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2392.5058691666663,,,,2353.600000000064,,,,,,,,,,,,,,,,,,,,,,0
2025-07-03 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,6438.408976666667,,,,6378.900000000022,,,,,,,,,,,,,,,,,,,,,,0
2025-07-03 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,11547.148125,,,,11604.000000000035,,,,,,,,,,,,,,,,,,,,,,0
2025-07-03 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,12778.664846749998,,,,12968.800000000047,,,,,,,,,,,,,,,,,,,,,,0
2025-07-03 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,17910.96340166667,,,,17668.400000000114,,,,,,,,,,,,,,,,,,,,,,0
2025-07-03 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,15445.676514166667,,,,15720.599999999771,,,,,,,,,,,,,,,,,,,,,,0
2025-07-03 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,16273.452558333334,,,,16224.99999999994,,,,,,,,,,,,,,,,,,,,,,0
2025-07-03 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,14708.939850000002,,,,14253.400000000227,,,,,,,,,,,,,,,,,,,,,,0
2025-07-03 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,12728.827583333335,,,,12595.899999999845,,,,,,,,,,,,,,,,,,,,,,0
2025-07-03 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,14688.807341666665,,,,14744.900000000143,,,,,,,,,,,,,,,,,,,,,,0
2025-07-03 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,10426.755629166664,,,,10412.999999999938,,,,,,,,,,,,,,,,,,,,,,0
2025-07-03 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,6723.0923075,,,,6781.799999999845,,,,,,,,,,,,,,,,,,,,,,0
2025-07-03 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5306.940070000001,,,,5341.699999999895,,,,,,,,,,,,,,,,,,,,,,0
2025-07-03 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2979.4032641666668,,,,3003.7000000001285,,,,,,,,,,,,,,,,,,,,,,0
2025-07-03 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,821.2093829166666,,,,829.4999999999711,,,,,,,,,,,,,,,,,,,,,,0
2025-07-03 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,77.43623805274999,,,,81.70000000012804,,,,,,,,,,,,,,,,,,,,,,0
2025-07-03 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.21464306808333322,,,,0.200000000040746,,,,,,,,,,,,,,,,,,,,,,0
2025-07-03 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-04 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-04 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-04 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-04 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-04 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,20.591253195,,,,16.299999999901043,,,,,,,,,,,,,,,,,,,,,,0
2025-07-04 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,568.6309581666668,,,,561.0000000000582,,,,,,,,,,,,,,,,,,,,,,0
2025-07-04 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2274.352268333333,,,,2235.199999999837,,,,,,,,,,,,,,,,,,,,,,0
2025-07-04 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,6136.4484975000005,,,,6102.399999999935,,,,,,,,,,,,,,,,,,,,,,0
2025-07-04 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,10663.047783333332,,,,10701.200000000244,,,,,,,,,,,,,,,,,,,,,,0
2025-07-04 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,14368.393808333329,,,,14293.100000000066,,,,,,,,,,,,,,,,,,,,,,0
2025-07-04 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,15073.388395,,,,15069.899999999876,,,,,,,,,,,,,,,,,,,,,,0
2025-07-04 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,9260.9416443625,,,,9336.099999999828,,,,,,,,,,,,,,,,,,,,,,0
2025-07-04 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,14268.482700333334,,,,14266.000000000146,,,,,,,,,,,,,,,,,,,,,,0
2025-07-04 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19283.010191666664,,,,19373.199999999953,,,,,,,,,,,,,,,,,,,,,,0
2025-07-04 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19200.741574999996,,,,18966.10000000015,,,,,,,,,,,,,,,,,,,,,,0
2025-07-04 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,18226.43885833333,,,,18345.299999999996,,,,,,,,,,,,,,,,,,,,,,0
2025-07-04 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,16601.217008333333,,,,16669.000000000087,,,,,,,,,,,,,,,,,,,,,,0
2025-07-04 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,11476.680316666661,,,,11436.799999999785,,,,,,,,,,,,,,,,,,,,,,0
2025-07-04 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,7171.748375833336,,,,7200.800000000138,,,,,,,,,,,,,,,,,,,,,,0
2025-07-04 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1989.0712416666663,,,,2034.100000000035,,,,,,,,,,,,,,,,,,,,,,0
2025-07-04 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,488.5258926666667,,,,495.0000000000291,,,,,,,,,,,,,,,,,,,,,,0
2025-07-04 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,11.508739364106665,,,,12.599999999802103,,,,,,,,,,,,,,,,,,,,,,0
2025-07-04 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.056578595416666703,,,,0.2000000000116419,,,,,,,,,,,,,,,,,,,,,,0
2025-07-04 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-05 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-05 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-05 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-05 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-05 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.6023849083333331,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-05 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,452.611416995,,,,453.79999999995925,,,,,,,,,,,,,,,,,,,,,,0
2025-07-05 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1225.992928,,,,1213.1000000001802,,,,,,,,,,,,,,,,,,,,,,0
2025-07-05 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2128.587805,,,,2119.799999999901,,,,,,,,,,,,,,,,,,,,,,0
2025-07-05 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5595.673813333333,,,,5542.200000000215,,,,,,,,,,,,,,,,,,,,,,0
2025-07-05 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,12605.096333333335,,,,12419.999999999854,,,,,,,,,,,,,,,,,,,,,,0
2025-07-05 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,12904.069416666665,,,,12957.599999999951,,,,,,,,,,,,,,,,,,,,,,0
2025-07-05 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,10457.77233333333,,,,10338.199999999862,,,,,,,,,,,,,,,,,,,,,,0
2025-07-05 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,10799.714625000004,,,,10789.00000000015,,,,,,,,,,,,,,,,,,,,,,0
2025-07-05 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,11995.335409999998,,,,12061.600000000095,,,,,,,,,,,,,,,,,,,,,,0
2025-07-05 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,4377.9944625,,,,4417.600000000035,,,,,,,,,,,,,,,,,,,,,,0
2025-07-05 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3660.330653333333,,,,3639.4999999998254,,,,,,,,,,,,,,,,,,,,,,0
2025-07-05 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3896.2080466666666,,,,3945.900000000198,,,,,,,,,,,,,,,,,,,,,,0
2025-07-05 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3929.8681033333337,,,,3929.5999999997143,,,,,,,,,,,,,,,,,,,,,,0
2025-07-05 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5011.446835833332,,,,5044.700000000098,,,,,,,,,,,,,,,,,,,,,,0
2025-07-05 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2732.687644166667,,,,2730.800000000192,,,,,,,,,,,,,,,,,,,,,,0
2025-07-05 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,678.7188041666666,,,,692.0999999997733,,,,,,,,,,,,,,,,,,,,,,0
2025-07-05 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,44.05086649850001,,,,44.699999999895226,,,,,,,,,,,,,,,,,,,,,,0
2025-07-05 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.09450577250000002,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-05 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-06 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-06 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-06 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-06 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-06 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,22.084456876666668,,,,18.10000000012224,,,,,,,,,,,,,,,,,,,,,,0
2025-07-06 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,807.1335662500003,,,,798.6000000000347,,,,,,,,,,,,,,,,,,,,,,0
2025-07-06 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2846.3542633333336,,,,2835.20000000007,,,,,,,,,,,,,,,,,,,,,,0
2025-07-06 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3962.7651441666662,,,,3959.8000000001057,,,,,,,,,,,,,,,,,,,,,,0
2025-07-06 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,7350.5814433333335,,,,7314.799999999786,,,,,,,,,,,,,,,,,,,,,,0
2025-07-06 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,9200.663441666664,,,,9231.800000000048,,,,,,,,,,,,,,,,,,,,,,0
2025-07-06 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,10558.57901916667,,,,10477.599999999798,,,,,,,,,,,,,,,,,,,,,,0
2025-07-06 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5251.631065000001,,,,5289.200000000215,,,,,,,,,,,,,,,,,,,,,,0
2025-07-06 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,4870.815787500001,,,,4845.400000000052,,,,,,,,,,,,,,,,,,,,,,0
2025-07-06 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,10706.295816666669,,,,10745.000000000055,,,,,,,,,,,,,,,,,,,,,,0
2025-07-06 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,8828.800331666665,,,,8769.900000000023,,,,,,,,,,,,,,,,,,,,,,0
2025-07-06 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,12424.568971666664,,,,12420.399999999903,,,,,,,,,,,,,,,,,,,,,,0
2025-07-06 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,6342.174643333334,,,,6411.600000000062,,,,,,,,,,,,,,,,,,,,,,0
2025-07-06 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2536.9691908333334,,,,2517.600000000006,,,,,,,,,,,,,,,,,,,,,,0
2025-07-06 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5952.367270833333,,,,5973.499999999971,,,,,,,,,,,,,,,,,,,,,,0
2025-07-06 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,881.9217704999998,,,,889.3000000000173,,,,,,,,,,,,,,,,,,,,,,0
2025-07-06 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,888.3924059999999,,,,898.6999999997787,,,,,,,,,,,,,,,,,,,,,,0
2025-07-06 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,48.166137335266676,,,,48.60000000015134,,,,,,,,,,,,,,,,,,,,,,0
2025-07-06 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.039466716916666734,,,,-0.0999999999767169,,,,,,,,,,,,,,,,,,,,,,0
2025-07-06 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-07 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-07 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-07 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-07 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-07 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.882208205,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-07 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,253.34322829500002,,,,244.80000000010477,,,,,,,,,,,,,,,,,,,,,,0
2025-07-07 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1768.94556775,,,,1739.1999999999239,,,,,,,,,,,,,,,,,,,,,,0
2025-07-07 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5551.612305833332,,,,5578.899999999907,,,,,,,,,,,,,,,,,,,,,,0
2025-07-07 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,9810.463997499997,,,,9815.700000000215,,,,,,,,,,,,,,,,,,,,,,0
2025-07-07 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,13443.678511666667,,,,13428.599999999951,,,,,,,,,,,,,,,,,,,,,,0
2025-07-07 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,12107.355480833336,,,,12048.399999999965,,,,,,,,,,,,,,,,,,,,,,0
2025-07-07 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,15639.799645833331,,,,15632.799999999845,,,,,,,,,,,,,,,,,,,,,,0
2025-07-07 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,13582.85433333333,,,,13399.400000000023,,,,,,,,,,,,,,,,,,,,,,0
2025-07-07 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,15763.455999999996,,,,15547.69999999992,,,,,,,,,,,,,,,,,,,,,,0
2025-07-07 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,15044.513100000004,,,,14850.100000000153,,,,,,,,,,,,,,,,,,,,,,0
2025-07-07 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,10904.133491666666,,,,11010.000000000056,,,,,,,,,,,,,,,,,,,,,,0
2025-07-07 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,10550.980019999995,,,,10478.299999999988,,,,,,,,,,,,,,,,,,,,,,0
2025-07-07 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,12091.535266666668,,,,12055.199999999804,,,,,,,,,,,,,,,,,,,,,,0
2025-07-07 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,7291.225492500002,,,,7311.299999999903,,,,,,,,,,,,,,,,,,,,,,0
2025-07-07 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2820.4797175000003,,,,2852.9000000003143,,,,,,,,,,,,,,,,,,,,,,0
2025-07-07 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,858.5412429166665,,,,868.9999999997962,,,,,,,,,,,,,,,,,,,,,,0
2025-07-07 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,69.369044519075,,,,72.0999999998894,,,,,,,,,,,,,,,,,,,,,,0
2025-07-07 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.07729753708333334,,,,0.100000000034925,,,,,,,,,,,,,,,,,,,,,,0
2025-07-07 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-08 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-08 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-08 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-08 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-08 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,10.934193514999999,,,,6.900000000168807,,,,,,,,,,,,,,,,,,,,,,0
2025-07-08 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,578.66012925,,,,565.099999999977,,,,,,,,,,,,,,,,,,,,,,0
2025-07-08 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2674.1444074999995,,,,2663.499999999942,,,,,,,,,,,,,,,,,,,,,,0
2025-07-08 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,4615.590139999999,,,,4584.80000000025,,,,,,,,,,,,,,,,,,,,,,0
2025-07-08 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,9181.21287416667,,,,9125.899999999936,,,,,,,,,,,,,,,,,,,,,,0
2025-07-08 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,8333.921009166672,,,,8331.199999999806,,,,,,,,,,,,,,,,,,,,,,0
2025-07-08 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,15726.6052,,,,15833.000000000293,,,,,,,,,,,,,,,,,,,,,,0
2025-07-08 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,10971.872660833335,,,,10967.199999999719,,,,,,,,,,,,,,,,,,,,,,0
2025-07-08 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,11119.596158333336,,,,11171.500000000087,,,,,,,,,,,,,,,,,,,,,,0
2025-07-08 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,13393.368303583336,,,,13346.699999999953,,,,,,,,,,,,,,,,,,,,,,0
2025-07-08 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,16970.891552500005,,,,16982.900000000227,,,,,,,,,,,,,,,,,,,,,,0
2025-07-08 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,17276.5671325,,,,17246.29999999984,,,,,,,,,,,,,,,,,,,,,,0
2025-07-08 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,16864.656944166665,,,,17172.399999999994,,,,,,,,,,,,,,,,,,,,,,0
2025-07-08 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,12307.916145833335,,,,12226.499999999884,,,,,,,,,,,,,,,,,,,,,,0
2025-07-08 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,6380.2617691666655,,,,6416.6000000001795,,,,,,,,,,,,,,,,,,,,,,0
2025-07-08 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2678.3477425,,,,2694.9000000000815,,,,,,,,,,,,,,,,,,,,,,0
2025-07-08 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1018.6647538333335,,,,1025.5999999995986,,,,,,,,,,,,,,,,,,,,,,0
2025-07-08 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,102.05498772883334,,,,103.70000000027358,,,,,,,,,,,,,,,,,,,,,,0
2025-07-08 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.22531188241666664,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-08 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-09 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-09 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-09 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-09 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-07-09 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,14.991979528333331,,,,10.500000000087315,,,,,,,,,,,,,,,,,,,,,,0
2025-07-09 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,591.8862695000001,,,,590.299999999901,,,,,,,,,,,,,,,,,,,,,,0
2025-07-09 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2329.4933908333337,,,,2292.299999999843,,,,,,,,,,,,,,,,,,,,,,0
